Bölge;m² (Brüt);Oda Sayısı;Fiyat;Mahalle
Gaziosmanpasa;85;2+1;3.440.000 TL;"Kazımkarabekir
Kazım Karabekir Mh."
Gaziosmanpasa;98;2+1;5.000.000 TL;"Gaziosmanpaşa
Bağlarbaşı Mh."
Gaziosmanpasa;;;;
Gaziosmanpasa;179;3+1;11.000.000 TL;"Küçükköy
Karadeniz Mah."
Gaziosmanpasa;95;2+1;4.100.000 TL;"Küçükköy
Barbaros Hayrettinpaşa Mh."
Gaziosmanpasa;90;2+1;2.400.000 TL;"Küçükköy
Yeni Mahalle Mh."
Gaziosmanpasa;135;2+1;7.750.000 TL;"Küçükköy
Karadeniz Mah."
Gaziosmanpasa;140;3+1;6.950.000 TL;"Gaziosmanpaşa
Sarıgöl Mh."
Gaziosmanpasa;90;1+1;4.730.000 TL;"Küçükköy
Karadeniz Mah."
Gaziosmanpasa;110;3+1;5.750.000 TL;"Gaziosmanpaşa
Merkez Mah."
Gaziosmanpasa;130;2+1;4.400.000 TL;"Gaziosmanpaşa
Merkez Mah."
Gaziosmanpasa;100;2+1;2.250.000 TL;"Küçükköy
Karadeniz Mah."
Gaziosmanpasa;85;2+1;4.250.000 TL;"Gaziosmanpaşa
Merkez Mah."
Gaziosmanpasa;100;2+1;3.250.000 TL;"Yıldıztabya
Yıldıztabya Mh."
Gaziosmanpasa;169;2+1;8.550.000 TL;"Küçükköy
Karadeniz Mah."
Gaziosmanpasa;120;2+1;5.870.000 TL;"Küçükköy
Karadeniz Mah."
Gaziosmanpasa;187;3+1;9.800.000 TL;"Küçükköy
Karadeniz Mah."
Gaziosmanpasa;100;2+1;6.000.000 TL;"Gaziosmanpaşa
Bağlarbaşı Mh."
Gaziosmanpasa;145;4+1;4.450.000 TL;"Gaziosmanpaşa
Bağlarbaşı Mh."
Gaziosmanpasa;180;3+2;10.500.000 TL;"Küçükköy
Barbaros Hayrettinpaşa Mh."
Gaziosmanpasa;200;5+2;8.190.000 TL;"Küçükköy
Karadeniz Mah."
Gaziosmanpasa;75;2+1;2.750.000 TL;"Küçükköy
Karadeniz Mah."
Gaziosmanpasa;97;2+1;2.650.000 TL;"Küçükköy
Karadeniz Mah."
Gaziosmanpasa;120;3+1;3.500.000 TL;"Gaziosmanpaşa
Bağlarbaşı Mh."
Gaziosmanpasa;120;2+1;4.200.000 TL;"Fevziçakmak
Karayolları Mh."
Gaziosmanpasa;147;3+1;8.000.000 TL;"Küçükköy
Yeni Mahalle Mh."
Gaziosmanpasa;190;5+1;7.700.000 TL;"Küçükköy
Şemsipaşa Mh."
Gaziosmanpasa;50;1+1;1.990.000 TL;"Gaziosmanpaşa
Merkez Mah."
Gaziosmanpasa;270;5+2;10.100.000 TL;"Küçükköy
Karadeniz Mah."
Gaziosmanpasa;95;2+1;2.975.000 TL;"Fevziçakmak
Karayolları Mh."
Gaziosmanpasa;135;3+1;3.850.000 TL;"Gaziosmanpaşa
Bağlarbaşı Mh."
Gaziosmanpasa;120;2+1;7.500.000 TL;"Fevziçakmak
Fevzi Çakmak Mh."
Gaziosmanpasa;85;2+1;2.550.000 TL;"Küçükköy
Yeni Mahalle Mh."
Gaziosmanpasa;110;2+1;5.700.000 TL;"Küçükköy
Şemsipaşa Mh."
Gaziosmanpasa;189;3+1;11.900.000 TL;"Küçükköy
Karadeniz Mah."
Gaziosmanpasa;115;2+1;2.975.000 TL;"Yıldıztabya
Karlıtepe Mh."
Gaziosmanpasa;100;2+1;6.500.000 TL;"Gaziosmanpaşa
Sarıgöl Mh."
Gaziosmanpasa;75;1+1;1.950.000 TL;"Gaziosmanpaşa
Merkez Mah."
Gaziosmanpasa;95;2+1;6.150.000 TL;"Küçükköy
Yeni Mahalle Mh."
Gungoren;100;2+1;2.400.000 TL;"Akıncılar
Akıncılar Mh."
Gungoren;128;3+1;3.850.000 TL;"Akıncılar
Güven Mh."
Gungoren;140;3+1;3.550.000 TL;"Akıncılar
Güven Mh."
Gungoren;90;2+1;2.150.000 TL;"Güngören
Güneştepe Mh."
Gungoren;120;3+1;2.750.000 TL;"Akıncılar
Akıncılar Mh."
Gungoren;120;3+1;3.250.000 TL;"Akıncılar
Akıncılar Mh."
Gungoren;135;3+1;3.000.000 TL;"Akıncılar
Mareşal Çakmak Mh."
Gungoren;120;3+1;4.250.000 TL;"Güngören
Güneştepe Mh."
Gungoren;150;3+2;7.250.000 TL;"Akıncılar
Güven Mh."
Gungoren;90;2+1;2.200.000 TL;"Akıncılar
Mareşal Çakmak Mh."
Gungoren;85;2+1;3.500.000 TL;"Güngören
Merkez Mah."
Gungoren;140;2+2;2.975.000 TL;"Sanayi
Gençosman Mh."
Gungoren;80;2+1;2.100.000 TL;Sanayi
Gungoren;100;2+1;4.480.000 TL;"Güngören
Merkez Mah."
Gungoren;130;3+1;4.250.000 TL;"Güngören
Güneştepe Mh."
Gungoren;110;2+1;4.500.000 TL;"Akıncılar
Güven Mh."
Gungoren;120;3+1;2.310.000 TL;"Akıncılar
Mareşal Çakmak Mh."
Gungoren;85;2+1;5.400.000 TL;"Güngören
Merkez Mah."
Gungoren;120;3+1;3.600.000 TL;"Güngören
Merkez Mah."
Gungoren;105;2+1;2.580.000 TL;"Sanayi
Gençosman Mh."
Gungoren;72;2+1;3.750.000 TL;"Akıncılar
Akıncılar Mh."
Gungoren;95;2+1;2.650.000 TL;"Güngören
Merkez Mah."
Gungoren;90;2+1;1.599.999 TL;"Akıncılar
Mareşal Çakmak Mh."
Gungoren;130;3+1;3.100.000 TL;"Güngören
Güneştepe Mh."
Gungoren;75;1+1;1.195.000 TL;"Sanayi
Gençosman Mh."
Gungoren;200;2+2;9.750.000 TL;"Güngören
Güneştepe Mh."
Gungoren;95;2+1;2.550.000 TL;Haznedar
Gungoren;110;3+1;6.500.000 TL;"Güngören
Güneştepe Mh."
Gungoren;137;3+1;10.325.000 TL;Tozkoparan
Gungoren;170;3+1;10.900.000 TL;"Tozkoparan
Mehmet Nesih Özmen Mh."
Gungoren;115;2+1;2.830.000 TL;"Akıncılar
Akıncılar Mh."
Gungoren;100;2+1;4.050.000 TL;"Sanayi
Gençosman Mh."
Gungoren;85;2+1;2.650.000 TL;"Akıncılar
Güven Mh."
Gungoren;95;2+1;2.500.000 TL;"Akıncılar
Mareşal Çakmak Mh."
Gungoren;75;1+1;1.620.000 TL;"Güngören
Merkez Mah."
Gungoren;120;3+1;3.070.000 TL;Haznedar
Gungoren;75;2+1;3.000.000 TL;Sanayi
Gungoren;110;3+1;4.000.000 TL;"Abdurrahman Nafiz Gürman
Abdurrahman Nafiz Gürman Mh."
Gungoren;90;2+1;4.000.000 TL;"Güngören
Güneştepe Mh."
Gungoren;146;2+1;7.250.000 TL;Sanayi
Gungoren;165;4+2;6.100.000 TL;"Güngören
Güneştepe Mh."
Gungoren;110;3+1;6.300.000 TL;"Akıncılar
Akıncılar Mh."
Gungoren;90;2+1;3.495.000 TL;"Akıncılar
Güven Mh."
Gungoren;90;2+1;2.500.000 TL;"Güngören
Merkez Mah."
Gungoren;100;3+1;3.700.000 TL;Tozkoparan
Gungoren;170;4+1;7.050.000 TL;"Sanayi
Gençosman Mh."
Gungoren;95;2+1;2.350.000 TL;"Akıncılar
Mareşal Çakmak Mh."
Gungoren;95;2+1;3.100.000 TL;"Sanayi
Gençosman Mh."
Gungoren;170;4+2;7.900.000 TL;"Güngören
Güneştepe Mh."
Gungoren;95;2+1;2.400.000 TL;"Akıncılar
Güven Mh."
Kadikoy;165;4+1;24.500.000 TL;Caddebostan
Kadikoy;90;2+1;5.750.000 TL;"Sahrayıcedit
Sahrayı Cedit Mh."
Kadikoy;120;3+1;16.750.000 TL;Suadiye
Kadikoy;120;3+1;17.250.000 TL;Suadiye
Kadikoy;140;3+1;19.750.000 TL;Suadiye
Kadikoy;135;3+1;19.500.000 TL;"Bostancı
Bostancı Mh."
Kadikoy;56;1+1;9.650.000 TL;"Erenköy
Erenköy Mh."
Kadikoy;147;3+1;19.850.000 TL;"Erenköy
Erenköy Mh."
Kadikoy;220;4+1;44.500.000 TL;Suadiye
Kadikoy;150;3+1;25.950.000 TL;"Fenerbahçe
Fenerbahçe Mh."
Kadikoy;125;2+1;22.750.000 TL;Caddebostan
Kadikoy;130;3+1;10.000.000 TL;"Bostancı
Bostancı Mh."
Kadikoy;135;3+1;14.950.000 TL;"Erenköy
Erenköy Mh."
Kadikoy;150;3+1;29.950.000 TL;"Fenerbahçe
Fenerbahçe Mh."
Kadikoy;105;3+1;6.000.000 TL;"Bostancı
Bostancı Mh."
Kadikoy;121;3+1;8.450.000 TL;"Sahrayıcedit
Sahrayı Cedit Mh."
Kadikoy;90;2+1;12.000.000 TL;"Bostancı
Bostancı Mh."
Kadikoy;140;3+1;20.750.000 TL;Caddebostan
Kadikoy;135;3+1;27.950.000 TL;Suadiye
Kadikoy;100;2+1;14.950.000 TL;Suadiye
Kadikoy;125;3+1;22.950.000 TL;Suadiye
Kadikoy;135;3+1;22.500.000 TL;Suadiye
Kadikoy;135;3+1;19.250.000 TL;Caddebostan
Kadikoy;145;3+1;16.450.000 TL;"Göztepe
Göztepe Mh."
Kadikoy;135;3+1;17.450.000 TL;Caddebostan
Kadikoy;230;4+1;44.000.000 TL;Caddebostan
Kadikoy;155;3+1;19.750.000 TL;Caddebostan
Kadikoy;93;1+1;7.200.000 TL;"Eğitim
Eğitim Mh."
Kadikoy;158;4+1;23.250.000 TL;"Erenköy
Erenköy Mh."
Kadikoy;140;3+1;16.500.000 TL;Suadiye
Kadikoy;158;3+1;29.950.000 TL;"Fenerbahçe
Fenerbahçe Mh."
Kadikoy;110;2+1;14.500.000 TL;Suadiye
Kadikoy;100;2+1;12.900.000 TL;"Erenköy
Erenköy Mh."
Kadikoy;100;2+1;6.500.000 TL;"Göztepe
Göztepe Mh."
Kadikoy;135;3+1;5.850.000 TL;"Bostancı
Bostancı Mh."
Kadikoy;85;2+1;6.950.000 TL;"Bostancı
Bostancı Mh."
Kadikoy;90;2+1;11.250.000 TL;Suadiye
Kadikoy;160;3+1;39.500.000 TL;Suadiye
Kadikoy;145;3+1;30.750.000 TL;Caddebostan
Kadikoy;170;3+1;14.800.000 TL;"Acıbadem
Acıbadem Mh."
Kadikoy;100;2+1;12.450.000 TL;Suadiye
Kadikoy;140;3+1;23.850.000 TL;Caddebostan
Kadikoy;160;3+1;11.750.000 TL;"19 Mayıs
19 Mayıs Mh."
Kadikoy;135;3+1;16.000.000 TL;"Fenerbahçe
Fenerbahçe Mh."
Kadikoy;90;2+1;12.250.000 TL;Feneryolu
Kadikoy;130;3+1;13.800.000 TL;"Göztepe
Göztepe Mh."
Kadikoy;130;2+1;35.000.000 TL;Caddebostan
Kadikoy;122;3+1;7.150.000 TL;"Eğitim
Eğitim Mh."
Kadikoy;145;3+1;29.950.000 TL;"Fenerbahçe
Fenerbahçe Mh."
Kadikoy;140;3+1;15.500.000 TL;"Fenerbahçe
Fenerbahçe Mh."
Kagithane;110;3+1;3.855.000 TL;"Kağıthane
Mehmet Akif Ersoy Mah."
Kagithane;60;1+1;2.700.000 TL;"Çağlayan
Çağlayan Mh."
Kagithane;100;2+1;5.150.000 TL;Hamidiye
Kagithane;102;2+1;13.000.000 TL;Seyrantepe
Kagithane;115;3+1;5.550.000 TL;"Kağıthane
Merkez Mah."
Kagithane;125;3+1;3.450.000 TL;"Şirintepe
Sultan Selim Mh."
Kagithane;85;2+1;3.025.000 TL;"Çağlayan
Çağlayan Mh."
Kagithane;140;3+1;2.950.000 TL;"Çağlayan
Hürriyet Mh."
Kagithane;150;3+1;3.100.000 TL;Hamidiye
Kagithane;145;3+1;8.000.000 TL;Hamidiye
Kagithane;90;2+1;3.500.000 TL;"Şirintepe
Şirintepe Mh."
Kagithane;220;2+1;8.500.000 TL;"Seyrantepe
Yeşilce Mh."
Kagithane;97;2+1;6.000.000 TL;"Çeliktepe
Çeliktepe Mh."
Kagithane;180;3+1;8.750.000 TL;"Çeliktepe
Çeliktepe Mh."
Kagithane;97;2+1;5.750.000 TL;"Çeliktepe
Çeliktepe Mh."
Kagithane;90;2+1;4.750.000 TL;"Kağıthane
Gürsel Mh."
Kagithane;97;2+1;5.500.000 TL;"Çeliktepe
Çeliktepe Mh."
Kagithane;155;3+1;13.500.000 TL;"Kağıthane
Merkez Mah."
Kagithane;125;2+1;16.850.000 TL;Seyrantepe
Kagithane;80;2+1;2.650.000 TL;"Kağıthane
Gürsel Mh."
Kagithane;65;1+1;3.600.000 TL;"Çeliktepe
Çeliktepe Mh."
Kagithane;70;1+1;8.900.000 TL;"Kağıthane
Talatpaşa Mh."
Kagithane;110;2+1;15.500.000 TL;Seyrantepe
Kagithane;106;2+1;6.250.000 TL;"Kağıthane
Talatpaşa Mh."
Kagithane;95;2+2;4.150.000 TL;"Gültepe
Ortabayır Mh."
Kagithane;90;2+1;2.900.000 TL;Seyrantepe
Kagithane;190;3+1;21.000.000 TL;Seyrantepe
Kagithane;200;4+2;6.670.000 TL;"Şirintepe
Sultan Selim Mh."
Kagithane;125;2+1;15.800.000 TL;Seyrantepe
Kagithane;90;2+1;1.750.000 TL;"Gültepe
Yahya Kemal Mah."
Kagithane;130;3+1;20.500.000 TL;Seyrantepe
Kagithane;70;2+1;7.650.000 TL;"Kağıthane
Talatpaşa Mh."
Kagithane;130;2+1;5.100.000 TL;"Çağlayan
Hürriyet Mh."
Kagithane;105;2+1;10.400.000 TL;Hamidiye
Kagithane;85;2+1;4.050.000 TL;"Çağlayan
Çağlayan Mh."
Kagithane;85;2+1;5.700.000 TL;"Kağıthane
Gürsel Mh."
Kagithane;90;2+1;4.800.000 TL;"Şirintepe
Sultan Selim Mh."
Kagithane;75;2+1;3.050.000 TL;"Kağıthane
Nurtepe Mah."
Kagithane;75;2+1;4.500.000 TL;"Kağıthane
Gürsel Mh."
Kagithane;80;2+1;2.350.000 TL;"Gültepe
Harmantepe Mah."
Kagithane;120;2+1;13.200.000 TL;Hamidiye
Kagithane;120;3+1;6.000.000 TL;"Kağıthane
Merkez Mah."
Kagithane;250;5+2;5.850.000 TL;"Çağlayan
Hürriyet Mh."
Kagithane;29;Stüdyo (1+0);3.000.000 TL;Seyrantepe
Kagithane;100;2+1;7.000.000 TL;"Çeliktepe
Çeliktepe Mh."
Kagithane;60;1+1;2.000.000 TL;"Çağlayan
Çağlayan Mh."
Kagithane;104;2+1;9.950.000 TL;"Kağıthane
Merkez Mah."
Kagithane;160;5+1;6.750.000 TL;"Seyrantepe
Yeşilce Mh."
Kagithane;155;4+1;12.750.000 TL;"Çeliktepe
Çeliktepe Mh."
Kagithane;180;3+3;5.150.000 TL;"Kağıthane
Gürsel Mh."
Kartal;86;1+1;5.250.000 TL;Topselvi
Kartal;170;3.5+1;13.850.000 TL;"Rahmanlar (Atalar)
Atalar Mah."
Kartal;92;2+1;5.400.000 TL;"Rahmanlar (Atalar)
Atalar Mah."
Kartal;100;2+1;1.349.000 TL;"Yakacık
Yakacık Yeni Mh."
Kartal;85;2+1;8.550.000 TL;"Rahmanlar (Atalar)
Kordonboyu Mah."
Kartal;80;2+1;3.790.000 TL;"Orhantepe
Cevizli Mah."
Kartal;90;2+1;5.100.000 TL;"Dragos
Orhantepe Mah."
Kartal;190;4+2;7.650.000 TL;"Orhantepe
Cevizli Mah."
Kartal;115;3+1;6.950.000 TL;"Dragos
Orhantepe Mah."
Kartal;80;2+1;4.100.000 TL;Esentepe
Kartal;100;2+1;4.400.000 TL;Esentepe
Kartal;118;2+1;6.750.000 TL;"Yakacık
Cumhuriyet Mah."
Kartal;74;1+1;4.800.000 TL;"Yakacık
Cumhuriyet Mah."
Kartal;125;2+1;7.550.000 TL;"Rahmanlar (Atalar)
Kordonboyu Mah."
Kartal;110;3+1;6.599.000 TL;"Rahmanlar (Atalar)
Atalar Mah."
Kartal;180;3+1;7.800.000 TL;"Uğurmumcu
Uğur Mumcu Mh."
Kartal;130;3+1;6.700.000 TL;"Rahmanlar (Atalar)
Atalar Mah."
Kartal;100;3+1;5.650.000 TL;"Esentepe
Karlıktepe Mh."
Kartal;140;3+1;5.099.000 TL;"Yakacık
Yakacık Yeni Mh."
Kartal;132;3+1;2.800.000 TL;"Yakacık
Cumhuriyet Mah."
Kartal;120;3+1;2.295.000 TL;"Yakacık
Hürriyet Mh."
Kartal;80;2+1;3.990.000 TL;"Dragos
Orhantepe Mah."
Kartal;138;2+1;6.490.000 TL;"Orhantepe
Cevizli Mah."
Kartal;120;3+1;6.475.000 TL;"Orhantepe
Cevizli Mah."
Kartal;195;4+2;8.600.000 TL;"Rahmanlar (Atalar)
Atalar Mah."
Kartal;160;3+1;12.600.000 TL;Esentepe
Kartal;130;3+1;5.750.000 TL;"Topselvi
Çavuşoğlu Mh."
Kartal;132;3+1;13.600.000 TL;Esentepe
Kartal;156;3+1;7.400.000 TL;"Yakacık
Yakacık Çarşı Mh."
Kartal;105;3+1;5.600.000 TL;Esentepe
Kartal;130;3+1;6.230.000 TL;"Esentepe
Karlıktepe Mh."
Kartal;175;3+1;10.900.000 TL;"Rahmanlar (Atalar)
Atalar Mah."
Kartal;90;3+1;5.650.000 TL;"Rahmanlar (Atalar)
Petroliş Mh."
Kartal;85;2+1;4.350.000 TL;Esentepe
Kartal;110;3+1;3.150.000 TL;"Rahmanlar (Atalar)
Petroliş Mh."
Kartal;90;2+1;5.250.000 TL;"Esentepe
Karlıktepe Mh."
Kartal;104;2+1;6.400.000 TL;Esentepe
Kartal;95;2+1;4.400.000 TL;"Orhantepe
Cevizli Mah."
Kartal;150;3+2;7.650.000 TL;"Rahmanlar (Atalar)
Yukarı Mh."
Kartal;195;2+1;6.500.000 TL;Topselvi
Kartal;95;2+1;4.650.000 TL;"Topselvi
Yalı Mh."
Kartal;115;3+1;5.850.000 TL;"Yakacık
Yakacık Çarşı Mh."
Kartal;100;2+1;5.490.000 TL;"Orhantepe
Cevizli Mah."
Kartal;;;;
Kartal;54;1+1;6.000.000 TL;"Rahmanlar (Atalar)
Atalar Mah."
Kartal;74;2+1;10.000.000 TL;"Rahmanlar (Atalar)
Kordonboyu Mah."
Kartal;115;3+1;4.350.000 TL;"Esentepe
Karlıktepe Mh."
Kartal;100;3+1;2.400.000 TL;"Esentepe
Karlıktepe Mh."
Kartal;82;2+1;3.545.000 TL;"Yakacık
Yakacık Yeni Mh."
Kartal;85;2+1;4.100.000 TL;"Topselvi
Yunus Mah."
Kartal;65;1+1;2.470.000 TL;"Yakacık
Yakacık Yeni Mh."
Kucukcekmece;155;3+1;14.900.000 TL;"Halkalı
Atakent Mah."
Kucukcekmece;85;2+1;4.850.000 TL;"Halkalı
Halkalı Merkez Mh."
Kucukcekmece;100;2+1;4.690.000 TL;"Cennet
Yeni Mahalle Mah."
Kucukcekmece;152;2+1;9.150.000 TL;"Sefaköy
İnönü Mh."
Kucukcekmece;85;2+1;2.275.000 TL;"Merkez
Cumhuriyet Mah."
Kucukcekmece;90;2+0;1.499.000 TL;"Merkez
Kanarya Mah."
Kucukcekmece;238;4+1;23.500.000 TL;"Halkalı
Atakent Mah."
Kucukcekmece;175;4+1;5.999.999 TL;"Sefaköy
Söğütlü Çeşme Mh."
Kucukcekmece;120;3+1;4.500.000 TL;"Sefaköy
Yeşilova Mh."
Kucukcekmece;120;3+1;4.700.000 TL;"Sefaköy
Yeşilova Mh."
Kucukcekmece;180;3+2;5.500.000 TL;"Sefaköy
Kartaltepe Mah."
Kucukcekmece;199;3+1;18.500.000 TL;"Halkalı
Atakent Mah."
Kucukcekmece;125;3+1;2.690.000 TL;"Merkez
Cumhuriyet Mah."
Kucukcekmece;95;2+1;1.450.000 TL;"Yarımburgaz
Yarımburgaz Mh."
Kucukcekmece;172;3.5+1;12.850.000 TL;"Halkalı
Halkalı Merkez Mh."
Kucukcekmece;98;1+1;4.800.000 TL;"Halkalı
Atakent Mah."
Kucukcekmece;85;2+1;1.900.000 TL;"Halkalı
Mehmet Akif Mah."
Kucukcekmece;105;2+1;7.950.000 TL;"Merkez
Fatih Mah."
Kucukcekmece;80;1+1;1.225.000 TL;"Halkalı
Mehmet Akif Mah."
Kucukcekmece;111;2+1;7.550.000 TL;"Merkez
İstasyon Mh."
Kucukcekmece;190;3+1;7.200.000 TL;"Merkez
Cumhuriyet Mah."
Kucukcekmece;105;2+1;6.100.000 TL;"Merkez
Fatih Mah."
Kucukcekmece;175;4+1;4.500.000 TL;"Sefaköy
İnönü Mh."
Kucukcekmece;75;2+1;3.680.000 TL;"Halkalı
Atakent Mah."
Kucukcekmece;172;3+1;6.350.000 TL;"Halkalı
Halkalı Merkez Mh."
Kucukcekmece;74;1+1;6.500.000 TL;"Halkalı
Atakent Mah."
Kucukcekmece;120;3+1;2.500.000 TL;"Sefaköy
Sultan Murat Mah."
Kucukcekmece;90;2+1;1.325.000 TL;"Sefaköy
Gültepe Mh."
Kucukcekmece;145;2+1;9.050.000 TL;"Sefaköy
İnönü Mh."
Kucukcekmece;75;2+1;4.000.000 TL;"Halkalı
Atakent Mah."
Kucukcekmece;84;2+1;4.125.000 TL;"Halkalı
Atakent Mah."
Kucukcekmece;85;2+1;3.500.000 TL;"Sefaköy
Tevfik Bey Mah."
Kucukcekmece;141;2+1;13.500.000 TL;"Halkalı
Atakent Mah."
Kucukcekmece;80;2+1;3.350.000 TL;"Sefaköy
Fevzi Çakmak Mh."
Kucukcekmece;105;3+1;3.675.000 TL;"Halkalı
Atatürk Mh."
Kucukcekmece;85;2+1;3.698.000 TL;"Sefaköy
Kartaltepe Mah."
Kucukcekmece;230;4+1;24.500.000 TL;"Halkalı
Atakent Mah."
Kucukcekmece;130;3+1;4.300.000 TL;"Merkez
Cumhuriyet Mah."
Kucukcekmece;110;2+1;4.900.000 TL;Cennet
Kucukcekmece;75;1+1;635.000 TL;"Halkalı
Mehmet Akif Mah."
Kucukcekmece;90;2+1;4.200.000 TL;"Yarımburgaz
Yarımburgaz Mh."
Kucukcekmece;170;3+1;15.600.000 TL;"Halkalı
Atakent Mah."
Kucukcekmece;230;4+2;5.600.000 TL;"Sefaköy
Sultan Murat Mah."
Kucukcekmece;120;2+1;4.400.000 TL;"Sefaköy
İnönü Mh."
Kucukcekmece;100;2+1;3.800.000 TL;Cennet
Kucukcekmece;95;2+1;2.450.000 TL;"Merkez
Cumhuriyet Mah."
Kucukcekmece;140;3+1;8.398.000 TL;"Halkalı
Halkalı Merkez Mh."
Kucukcekmece;75;2+1;2.820.000 TL;"Merkez
Cumhuriyet Mah."
Kucukcekmece;200;5+2;6.950.000 TL;"Sefaköy
Gültepe Mh."
Kucukcekmece;75;1+1;2.450.000 TL;"Sefaköy
İnönü Mh."
Maltepe;130;3+1;12.850.000 TL;"Küçükyalı
Altıntepe Mh."
Maltepe;130;3+1;10.850.000 TL;"İdealtepe
İdealtepe Mh."
Maltepe;85;2+1;6.750.000 TL;"Küçükyalı
Küçükyalı Mh."
Maltepe;90;2+1;3.750.000 TL;"Zümrütevler
Zümrütevler Mh."
Maltepe;125;3+1;14.500.000 TL;"Küçükyalı
Altıntepe Mh."
Maltepe;60;1+1;3.800.000 TL;Cevizli
Maltepe;135;3+1;14.350.000 TL;"İdealtepe
İdealtepe Mh."
Maltepe;145;3+1;7.250.000 TL;"Küçükyalı
Altıntepe Mh."
Maltepe;120;3+1;5.850.000 TL;"İdealtepe
Altayçeşme Mh."
Maltepe;185;4+1;10.800.000 TL;"Küçükyalı
Küçükyalı Mh."
Maltepe;100;2+1;5.850.000 TL;"Küçükyalı
Altıntepe Mh."
Maltepe;180;3+2;6.300.000 TL;"Aydınevler
Aydınevler Mh."
Maltepe;135;3+1;6.250.000 TL;"Küçükyalı
Altıntepe Mh."
Maltepe;195;4+1;5.750.000 TL;"Zümrütevler
Zümrütevler Mh."
Maltepe;90;2+1;5.300.000 TL;"Zümrütevler
Zümrütevler Mh."
Maltepe;65;1+1;3.750.000 TL;Cevizli
Maltepe;125;3+1;5.620.000 TL;"Küçükyalı
Altıntepe Mh."
Maltepe;162;3+1;7.550.000 TL;"Küçükyalı
Altıntepe Mh."
Maltepe;65;1+1;4.250.000 TL;"Küçükyalı
Altıntepe Mh."
Maltepe;160;4+1;14.750.000 TL;"Küçükyalı
Küçükyalı Mh."
Maltepe;55;1+1;3.300.000 TL;"Aydınevler
Aydınevler Mh."
Maltepe;60;1+1;3.750.000 TL;Cevizli
Maltepe;100;2+1;4.450.000 TL;"Aydınevler
Aydınevler Mh."
Maltepe;65;1+1;2.475.000 TL;"Aydınevler
Aydınevler Mh."
Maltepe;190;4+1;10.500.000 TL;"Küçükyalı
Altıntepe Mh."
Maltepe;75;2+1;6.500.000 TL;"İdealtepe
Çınar Mh."
Maltepe;85;2+1;3.760.000 TL;"Aydınevler
Aydınevler Mh."
Maltepe;130;3+1;7.100.000 TL;"İdealtepe
İdealtepe Mh."
Maltepe;90;2+1;6.250.000 TL;"Küçükyalı
Altıntepe Mh."
Maltepe;86;2+1;6.050.000 TL;"İdealtepe
İdealtepe Mh."
Maltepe;180;4+1;7.800.000 TL;Cevizli
Maltepe;80;2+1;5.550.000 TL;"İdealtepe
İdealtepe Mh."
Maltepe;62;1+1;5.145.000 TL;Cevizli
Maltepe;90;2+1;7.750.000 TL;"Küçükyalı
Küçükyalı Mh."
Maltepe;135;3+1;5.850.000 TL;"Küçükyalı
Altıntepe Mh."
Maltepe;180;4+1;4.250.000 TL;"Zümrütevler
Zümrütevler Mh."
Maltepe;85;2+1;5.600.000 TL;"İdealtepe
İdealtepe Mh."
Maltepe;95;2+1;7.250.000 TL;"İdealtepe
Altayçeşme Mh."
Maltepe;155;3+1;9.600.000 TL;"Küçükyalı
Küçükyalı Mh."
Maltepe;110;3+1;8.300.000 TL;"İdealtepe
İdealtepe Mh."
Maltepe;90;2+1;6.250.000 TL;"Küçükyalı
Altıntepe Mh."
Maltepe;135;3+1;5.850.000 TL;"Küçükyalı
Altıntepe Mh."
Maltepe;170;4+1;15.950.000 TL;"Yalı
Yalı Mh."
Maltepe;45;1+1;4.000.000 TL;"İdealtepe
Altayçeşme Mh."
Maltepe;130;3+1;5.850.000 TL;"Küçükyalı
Altıntepe Mh."
Maltepe;90;2+1;7.350.000 TL;"İdealtepe
Çınar Mh."
Maltepe;80;2+1;6.600.000 TL;"Küçükyalı
Küçükyalı Mh."
Maltepe;90;2+1;6.600.000 TL;"Küçükyalı
Küçükyalı Mh."
Maltepe;110;3+1;7.250.000 TL;"İdealtepe
İdealtepe Mh."
Maltepe;86;2+1;5.950.000 TL;"İdealtepe
İdealtepe Mh."
Pendik;95;2+1;4.400.000 TL;"Dolayoba
Çınardere Mh."
Pendik;125;3+1;4.750.000 TL;"Esenyalı
Ahmet Yesevi Mah."
Pendik;71;2+1;3.350.000 TL;"Yenişehir
Kurtköy Mh."
Pendik;120;2+1;6.500.000 TL;"Bahçelievler
Sapan Bağları Mh."
Pendik;85;2+1;3.600.000 TL;"Çamçeşme
Çamçeşme Mh."
Pendik;100;2+1;4.650.000 TL;"Bahçelievler
Bahçelievler Mh."
Pendik;135;4+1;4.800.000 TL;"Esenyalı
Ahmet Yesevi Mah."
Pendik;65;1+1;3.750.000 TL;"Yenişehir
Yenişehir Mh."
Pendik;115;3+1;7.225.000 TL;"Çarşı
Batı Mh."
Pendik;90;2+1;3.550.000 TL;"Çarşı
Kaynarca Mah."
Pendik;139;1+1;5.550.000 TL;"Dolayoba
Dumlupınar Mh."
Pendik;85;2+1;5.200.000 TL;"Bahçelievler
Yeni Mh."
Pendik;220;4+1;15.700.000 TL;"Yenişehir
Harmandere Mah."
Pendik;143;3+1;6.150.000 TL;"Dolayoba
Velibaba Mah."
Pendik;125;3+1;8.850.000 TL;"Dolayoba
Dumlupınar Mh."
